S.N.,Open,High,Low,Close,Change,Per Change (%),Turnover,Date
37,"2,967.51","2,976.92","2,917.51","2,971.31",7.1,0.23,"19,360,873,034.29",7/28/2025
38,"2,984.91","3,013.17","2,958.34","2,964.20",-18.44,-0.61,"26,577,438,237.50",7/27/2025
39,"2,982.97","2,990.45","2,963.79","2,982.64",3.76,0.12,"18,490,428,794.07",7/24/2025
40,"2,976.19","2,992.26","2,947.86","2,978.88",5.17,0.17,"19,575,270,557.66",7/23/2025
41,"2,895.07","2,975.77","2,894.48","2,973.70",80.97,2.79,"20,085,367,293.75",7/22/2025
42,"2,874.18","2,902.94","2,856.88","2,892.72",21.76,0.75,"16,327,115,238.99",7/21/2025
43,"2,878.41","2,922.84","2,861.06","2,870.95",0.32,0.01,"21,464,994,133.01",7/20/2025
44,"2,797.41","2,878.77","2,796.58","2,870.63",75.84,2.71,"16,592,105,455.16",7/17/2025
45,"2,759.58","2,803.78","2,759.11","2,794.78",34.61,1.25,"14,034,839,880.49",7/16/2025
46,"2,725.63","2,763.27","2,724.90","2,760.17",34.46,1.26,"9,419,165,807.84",7/15/2025
47,"2,761.96","2,765.91","2,723.82","2,725.71",-35.09,-1.27,"8,172,143,326.07",7/14/2025
48,"2,767.57","2,798.75","2,757.89","2,760.80",29,1.06,"11,416,428,466.99",7/13/2025
49,"2,708.43","2,743.09","2,706.89","2,731.80",25.89,0.95,"9,682,488,739.83",7/10/2025
50,"2,679.37","2,707.91","2,679.16","2,705.90",22.04,0.82,"7,451,877,102.10",7/9/2025
51,"2,683.77","2,690.13","2,662.59","2,683.86",-0.14,0,"6,574,166,814.73",7/8/2025
52,"2,715.59","2,718.10","2,680.45","2,684.01",-22.35,-0.82,"8,377,327,147.77",7/7/2025
53,"2,708.23","2,721.58","2,697.64","2,706.36",2.4,0.08,"9,500,003,268.95",7/6/2025
54,"2,700.13","2,716.93","2,685.77","2,703.96",9.14,0.33,"9,645,550,680.17",7/3/2025
55,"2,667.58","2,696.13","2,661.37","2,694.82",34.42,1.29,"9,744,843,375.86",7/2/2025
56,"2,633.05","2,663.24","2,632.19","2,660.39",28.91,1.09,"7,033,050,286.60",7/1/2025
57,"2,627.51","2,638.72","2,622.50","2,631.48",9.19,0.35,"6,387,207,015.18",6/30/2025
58,"2,594.97","2,626.21","2,594.23","2,622.28",26.53,1.02,"7,121,736,114.17",6/29/2025
59,"2,599.84","2,617.65","2,594.71","2,595.74",-4.45,-0.17,"7,780,159,283.42",6/26/2025
60,"2,601.03","2,607.71","2,594.34","2,600.20",-0.33,-0.01,"5,942,852,256.20",6/25/2025
61,"2,603.46","2,629.26","2,599.72","2,600.53",-0.22,0,"5,767,895,001.14",6/24/2025
62,"2,598.83","2,608.56","2,584.47","2,600.76",4.78,0.18,"6,471,952,677.99",6/23/2025
63,"2,628.83","2,631.82","2,594.01","2,595.97",-32.93,-1.25,"9,145,858,510.43",6/22/2025
64,"2,650.96","2,661.33","2,628.27","2,628.91",-24.76,-0.93,"11,231,489,964.79",6/19/2025
65,"2,654.50","2,662.69","2,649.78","2,653.68",-1.07,-0.04,"9,085,886,877.10",6/18/2025
66,"2,659.27","2,670.25","2,649.60","2,654.75",-3.9,-0.14,"7,653,249,312.88",6/17/2025
67,"2,652.13","2,679.74","2,652.13","2,658.66",2.8,0.1,"13,186,945,742.15",6/16/2025
68,"2,654.61","2,667.68","2,653.43","2,655.85",0.47,0.01,"11,443,272,636.94",6/15/2025
69,"2,665.23","2,672.42","2,654.69","2,655.38",-9.08,-0.34,"12,515,308,961.61",6/12/2025
70,"2,677.52","2,686.45","2,660.86","2,664.47",-13.69,-0.51,"9,907,005,575.07",6/11/2025
71,"2,654.08","2,683.25","2,653.57","2,678.17",25.07,0.94,"10,160,981,076.17",6/10/2025
72,"2,629.22","2,657.34","2,627.76","2,653.09",23.19,0.88,"8,689,350,319.62",6/9/2025
73,"2,639.24","2,645.22","2,626.39","2,629.89",-11.06,-0.41,"9,137,414,918.93",6/8/2025
74,"2,643.84","2,661.77","2,635.30","2,640.96",-5.99,-0.22,"7,970,886,663.46",6/5/2025
75,"2,660.21","2,664.59","2,641.07","2,646.95",-11.97,-0.45,"5,163,334,522.53",6/4/2025
76,"2,694.04","2,699.28","2,656.34","2,658.93",-35.73,-1.32,"6,679,561,324.54",6/3/2025
77,"2,715.99","2,726.60","2,686.93","2,694.66",1.6,0.05,"9,226,322,933.09",6/2/2025
78,"2,675.60","2,696.78","2,666.50","2,693.06",17.44,0.65,"8,586,004,334.25",5/28/2025
79,"2,674.15","2,684.77","2,655.29","2,675.62",0.85,0.03,"6,527,839,581.54",5/27/2025
80,"2,712.89","2,745.89","2,670.35","2,674.76",-5.21,-0.19,"7,585,022,590.91",5/26/2025
81,"2,693.04","2,703.78","2,665.48","2,679.98",-8.57,-0.31,"7,609,514,022.00",5/25/2025
82,"2,674.10","2,705.56","2,669.58","2,688.55",19.04,0.71,"9,822,070,682.42",5/22/2025
83,"2,712.35","2,771.47","2,667.85","2,669.51",-7.94,-0.29,"10,698,651,680.69",5/21/2025
84,"2,627.68","2,681.58","2,617.46","2,677.45",49.09,1.86,"7,312,790,196.17",5/20/2025
85,"2,606.73","2,639.69","2,605.03","2,628.36",19.3,0.74,"7,358,855,085.18",5/19/2025
86,"2,608.25","2,625.26","2,606.09","2,609.05",-2.79,-0.1,"8,509,221,312.61",5/18/2025
87,"2,623.24","2,628.67","2,605.89","2,611.85",-8.41,-0.32,"7,083,348,240.63",5/15/2025
88,"2,635.21","2,642.96","2,619.64","2,620.27",-13.96,-0.53,"8,736,570,105.44",5/14/2025
89,"2,650.54","2,669.28","2,632.29","2,634.23",-14.87,-0.56,"9,629,346,053.77",5/13/2025
90,"2,661.55","2,692.50","2,648.48","2,649.11",-12.53,-0.47,"10,202,701,343.99",5/11/2025
91,"2,674.70","2,687.38","2,655.79","2,661.64",-12.04,-0.45,"11,650,017,851.57",5/8/2025
92,"2,613.78","2,676.25","2,611.71","2,673.69",62.25,2.38,"10,518,406,352.63",5/7/2025
93,"2,608.59","2,625.70","2,608.57","2,611.43",1.03,0.03,"8,747,668,846.35",5/6/2025
94,"2,618.33","2,630.36","2,604.79","2,610.40",-9.98,-0.38,"7,634,193,693.73",5/5/2025
95,"2,628.03","2,645.67","2,619.26","2,620.39",-3.44,-0.13,"9,245,583,315.99",5/4/2025
96,"2,631.90","2,642.07","2,622.72","2,623.83",-8.14,-0.3,"9,374,122,655.90",4/30/2025
97,"2,648.98","2,666.54","2,630.30","2,631.98",-15.08,-0.57,"7,575,206,278.35",4/29/2025
98,"2,661.01","2,676.05","2,645.24","2,647.07",-14.53,-0.54,"8,912,843,919.69",4/28/2025
99,"2,657.66","2,684.51","2,657.37","2,661.60",3.58,0.13,"10,875,991,144.35",4/27/2025
100,"2,656.49","2,668.06","2,641.88","2,658.02",2.08,0.07,"7,879,381,268.28",4/24/2025
101,"2,687.68","2,687.68","2,653.74","2,655.94",-32.38,-1.2,"7,575,517,246.76",4/23/2025
102,"2,695.14","2,707.86","2,682.80","2,688.32",-9.96,-0.36,"8,321,226,373.33",4/22/2025
103,"2,704.18","2,716.70","2,691.07","2,698.28",-7.75,-0.28,"8,775,720,293.64",4/21/2025
104,"2,724.51","2,731.81","2,700.85","2,706.04",-16.68,-0.61,"8,433,589,785.29",4/20/2025
105,"2,701.22","2,740.13","2,697.63","2,722.73",26.49,0.98,"10,797,363,282.32",4/17/2025
106,"2,702.46","2,704.97","2,685.36","2,696.23",7.01,0.26,"7,265,122,241.80",4/16/2025
107,"2,678.51","2,704.58","2,669.22","2,689.22",27.14,1.01,"8,544,357,887.81",4/15/2025
108,"2,673.01","2,676.70","2,657.32","2,662.08",-8.62,-0.32,"6,280,296,245.03",4/13/2025
109,"2,677.57","2,687.92","2,667.00","2,670.70",-5.57,-0.2,"5,637,981,250.22",4/10/2025
110,"2,681.86","2,701.12","2,671.65","2,676.28",9.66,0.36,"4,484,619,740.83",4/9/2025
111,"2,671.62","2,674.88","2,631.68","2,666.61",-3.44,-0.12,"5,309,562,287.49",4/8/2025
112,"2,702.09","2,710.13","2,667.56","2,670.06",-33.33,-1.23,"5,658,973,766.40",4/7/2025
113,"2,700.40","2,732.85","2,700.23","2,703.39",3.35,0.12,"7,844,642,487.27",4/3/2025
114,"2,693.11","2,712.25","2,669.06","2,700.04",23.86,0.89,"5,444,435,901.35",4/2/2025
115,"2,691.59","2,696.50","2,654.57","2,676.17",-16.95,-0.62,"5,797,791,700.14",4/1/2025
116,"2,661.40","2,718.95","2,657.88","2,693.12",29.82,1.11,"7,568,226,197.37",3/30/2025
117,"2,632.12","2,665.17","2,621.46","2,663.30",41.43,1.58,"5,223,083,340.93",3/27/2025
118,"2,580.18","2,625.60","2,579.45","2,621.86",39.13,1.51,"4,204,408,894.89",3/26/2025
119,"2,652.87","2,652.87","2,581.32","2,582.73",-58.05,-2.19,"5,180,718,708.09",3/25/2025
120,"2,610.45","2,645.99","2,592.32","2,640.78",26.1,0.99,"4,483,599,004.48",3/24/2025
121,"2,667.61","2,669.00","2,614.09","2,614.68",-54.62,-2.04,"6,320,141,365.59",3/23/2025
122,"2,679.91","2,685.87","2,666.69","2,669.31",-12.84,-0.47,"4,561,311,282.76",3/20/2025
123,"2,699.18","2,706.16","2,676.69","2,682.15",-14.88,-0.55,"5,143,997,643.35",3/19/2025
124,"2,721.81","2,723.89","2,690.58","2,697.04",-7.66,-0.28,"4,346,632,263.56",3/18/2025
125,"2,715.75","2,732.51","2,699.20","2,704.70",-10.14,-0.37,"5,408,314,075.31",3/17/2025
126,"2,735.97","2,739.55","2,693.55","2,714.85",-21.63,-0.79,"6,836,640,407.59",3/16/2025
127,"2,718.35","2,745.58","2,717.29","2,736.48",17.28,0.63,"8,235,268,755.31",3/12/2025
128,"2,752.31","2,762.25","2,712.74","2,719.20",-32.21,-1.17,"8,391,149,050.00",3/11/2025
129,"2,770.17","2,791.03","2,743.65","2,751.42",-20.68,-0.74,"8,378,055,057.57",3/10/2025
130,"2,819.92","2,819.92","2,766.08","2,772.10",-46.33,-1.64,"10,093,624,481.61",3/9/2025
131,"2,822.74","2,834.07","2,811.37","2,818.43",-2.7,-0.09,"10,101,817,681.94",3/6/2025
132,"2,846.91","2,850.16","2,808.75","2,821.13",-25.16,-0.88,"10,972,654,473.07",3/5/2025
133,"2,877.22","2,894.62","2,842.78","2,846.30",-30.36,-1.05,"12,946,493,939.18",3/4/2025
134,"2,900.16","2,929.21","2,867.46","2,876.66",-13.62,-0.47,"14,284,510,595.52",3/3/2025
135,"2,829.12","2,890.28","2,826.86","2,890.28",75.24,2.67,"14,250,475,736.94",3/2/2025
136,"2,786.65","2,827.15","2,785.98","2,815.04",49.15,1.77,"11,392,401,815.90",2/27/2025
137,"2,759.07","2,781.95","2,758.84","2,765.88",7.13,0.25,"9,909,386,227.96",2/25/2025
138,"2,754.54","2,785.10","2,746.00","2,758.75",3.35,0.12,"11,085,464,758.61",2/24/2025
139,"2,724.09","2,768.90","2,690.42","2,755.40",11.66,0.42,"11,548,337,612.87",2/23/2025
140,"2,738.93","2,752.35","2,720.69","2,743.74",3.14,0.11,"8,627,687,599.85",2/20/2025
141,"2,735.97","2,757.30","2,726.43","2,740.59",12.68,0.46,"10,437,006,214.82",2/18/2025
142,"2,701.26","2,738.00","2,700.53","2,727.91",29.87,1.1,"10,049,654,832.64",2/17/2025
143,"2,676.91","2,698.31","2,675.90","2,698.03",19.56,0.73,"9,470,308,266.49",2/16/2025
144,"2,686.77","2,697.34","2,673.88","2,678.47",-7.26,-0.27,"7,921,300,982.67",2/13/2025
145,"2,686.80","2,697.41","2,679.78","2,685.73",1.86,0.06,"8,717,847,062.68",2/12/2025
146,"2,678.08","2,691.91","2,673.03","2,683.86",6.54,0.24,"7,246,221,260.29",2/11/2025
147,"2,684.80","2,699.79","2,666.72","2,677.32",-10.98,-0.4,"6,960,292,235.03",2/10/2025
148,"2,697.31","2,725.95","2,683.28","2,688.31",-11.49,-0.42,"8,398,660,628.97",2/9/2025
149,"2,713.66","2,720.48","2,691.56","2,699.81",-11.64,-0.42,"9,247,375,287.26",2/6/2025
150,"2,719.41","2,726.07","2,704.24","2,711.45",-4.45,-0.16,"8,958,007,305.37",2/5/2025
151,"2,733.41","2,745.15","2,707.37","2,715.91",-14.08,-0.51,"8,919,697,775.36",2/4/2025
152,"2,728.64","2,764.17","2,720.42","2,730.00",2.41,0.08,"11,875,967,538.34",2/3/2025
153,"2,662.24","2,727.58","2,662.01","2,727.58",69.8,2.62,"12,955,764,136.98",2/2/2025
154,"2,634.86","2,657.96","2,634.69","2,657.77",24.5,0.93,"9,402,678,033.93",1/28/2025
155,"2,642.30","2,650.71","2,625.58","2,633.27",-10.66,-0.4,"8,924,065,888.66",1/27/2025
156,"2,656.75","2,662.36","2,638.65","2,643.93",-10.41,-0.39,"9,128,673,514.79",1/26/2025
157,"2,670.23","2,681.49","2,644.79","2,654.35",-11.1,-0.41,"7,857,792,326.04",1/23/2025
158,"2,616.66","2,667.23","2,614.37","2,665.45",52.36,2,"9,203,088,349.68",1/22/2025
159,"2,608.40","2,618.99","2,597.61","2,613.08",5.08,0.19,"6,190,141,891.18",1/21/2025
160,"2,602.88","2,623.61","2,600.77","2,607.99",6.78,0.26,"6,570,477,886.37",1/20/2025
161,"2,590.14","2,604.01","2,580.01","2,601.21",12.58,0.48,"6,257,235,624.30",1/19/2025
162,"2,598.66","2,616.97","2,580.40","2,588.62",-7.33,-0.28,"5,933,711,674.73",1/16/2025
163,"2,596.82","2,611.38","2,589.99","2,595.96",1.83,0.07,"5,824,904,134.69",1/15/2025
164,"2,610.05","2,615.55","2,580.74","2,594.13",-15.54,-0.59,"6,650,883,103.54",1/13/2025
165,"2,651.67","2,654.82","2,602.46","2,609.67",-25.41,-0.96,"3,997,909,323.86",1/12/2025
166,"2,656.49","2,656.61","2,629.06","2,635.09",-18.14,-0.68,"7,305,342,581.67",1/9/2025
167,"2,670.30","2,672.14","2,642.59","2,653.23",6.38,0.24,"6,407,992,784.10",1/8/2025
168,"2,654.34","2,656.52","2,625.24","2,646.84",6.16,0.23,"5,384,672,295.66",1/7/2025
169,"2,601.09","2,640.73","2,594.34","2,640.68",49.12,1.89,"6,305,431,854.50",1/6/2025
170,"2,586.03","2,592.91","2,574.43","2,591.56",5.32,0.2,"4,860,201,974.97",1/5/2025
171,"2,583.94","2,586.23","2,566.27","2,586.23",4.63,0.17,"4,603,282,379.17",1/2/2025
172,"2,577.43","2,589.42","2,567.97","2,581.60",5.1,0.19,"3,597,445,334.37",1/1/2025
173,"2,613.66","2,613.66","2,545.51","2,576.50",-33.08,-1.26,"5,674,686,091.49",12/31/2024
174,"2,631.98","2,641.17","2,601.84","2,609.58",-21.12,-0.8,"5,474,868,764.77",12/29/2024
175,"2,625.39","2,639.08","2,607.75","2,630.71",4.19,0.15,"5,329,274,454.77",12/26/2024
176,"2,615.70","2,645.20","2,612.94","2,626.31",14.11,0.54,"5,202,263,038.57",12/24/2024
177,"2,582.35","2,612.20","2,580.49","2,612.20",28.91,1.11,"4,430,024,603.33",12/23/2024
178,"2,587.30","2,614.28","2,569.00","2,583.29",-13.53,-0.52,"4,518,385,107.16",12/22/2024
179,"2,626.79","2,634.57","2,593.18","2,596.82",-31.43,-1.19,"4,760,267,483.47",12/19/2024
180,"2,634.67","2,656.08","2,621.00","2,628.26",-5.6,-0.21,"4,270,082,575.91",12/18/2024
181,"2,633.28","2,648.55","2,611.89","2,633.87",2.95,0.11,"4,343,234,740.51",12/17/2024
182,"2,683.99","2,684.32","2,622.76","2,630.91",-51.37,-1.91,"5,935,604,847.03",12/16/2024
183,"2,715.71","2,730.31","2,678.09","2,682.29",-33.42,-1.23,"6,144,065,744.00",12/12/2024
184,"2,671.32","2,715.71","2,662.72","2,715.71",45.88,1.71,"5,050,654,450.09",12/11/2024
185,"2,676.14","2,694.85","2,660.36","2,669.82",-6.32,-0.23,"4,413,320,290.80",12/10/2024
186,"2,687.74","2,709.58","2,662.36","2,676.15",-12.84,-0.47,"5,629,945,822.09",12/9/2024
187,"2,735.65","2,735.67","2,675.92","2,689.00",-45.93,-1.67,"7,460,304,999.55",12/8/2024
188,"2,752.39","2,764.29","2,717.34","2,734.93",-15.93,-0.57,"8,369,687,402.72",12/5/2024
189,"2,795.71","2,795.78","2,747.65","2,750.87",-24.97,-0.89,"9,132,468,906.77",12/4/2024
190,"2,772.74","2,793.03","2,751.31","2,775.85",17.8,0.64,"8,521,219,299.67",12/3/2024
191,"2,749.26","2,773.47","2,746.47","2,758.04",19.97,0.72,"10,541,746,564.07",12/2/2024
192,"2,762.46","2,764.85","2,707.94","2,738.06",-9.99,-0.36,"8,832,306,919.82",12/1/2024
193,"2,757.13","2,774.14","2,738.80","2,748.05",-8.3,-0.3,"8,545,501,623.12",11/28/2024
194,"2,721.76","2,755.98","2,721.35","2,756.36",39.7,1.46,"9,312,754,840.36",11/27/2024
195,"2,704.57","2,719.84","2,685.64","2,716.66",33.41,1.24,"7,449,898,987.89",11/26/2024
196,"2,682.28","2,694.67","2,661.21","2,683.24",15.83,0.59,"6,345,809,597.83",11/25/2024
197,"2,690.52","2,698.76","2,661.22","2,667.40",-13.03,-0.48,"7,728,861,250.73",11/24/2024
198,"2,711.55","2,722.59","2,676.25","2,680.44",-31.31,-1.15,"8,257,643,886.83",11/21/2024
199,"2,705.16","2,713.93","2,683.79","2,711.75",9.09,0.33,"7,092,879,946.39",11/20/2024
200,"2,758.41","2,759.54","2,696.42","2,702.65",-51.11,-1.85,"10,468,320,521.90",11/19/2024
201,"2,753.45","2,788.12","2,748.29","2,753.76",4.98,0.18,"11,726,756,904.61",11/17/2024
202,"2,739.00","2,762.51","2,729.67","2,748.78",13.95,0.51,"10,320,331,436.20",11/14/2024
203,"2,754.62","2,757.38","2,728.11","2,734.83",-14.12,-0.51,"7,911,976,449.08",11/13/2024
204,"2,765.69","2,788.35","2,741.63","2,748.96",-11.24,-0.4,"7,859,740,798.91",11/12/2024
205,"2,740.12","2,782.43","2,734.41","2,760.21",22.14,0.8,"11,315,207,127.09",11/11/2024
206,"2,681.58","2,738.12","2,680.70","2,738.06",62.54,2.33,"9,771,124,073.54",11/10/2024
207,"2,679.47","2,684.81","2,669.19","2,675.51",-1.88,-0.07,"5,222,486,851.23",11/6/2024
208,"2,678.97","2,696.85","2,670.12","2,677.40",-0.21,0,"4,205,505,237.61",11/5/2024
209,"2,693.87","2,705.24","2,671.30","2,677.62",-14.43,-0.53,"5,953,950,787.59",10/30/2024
210,"2,648.36","2,692.11","2,647.99","2,692.05",46.69,1.76,"6,128,264,580.33",10/29/2024
211,"2,620.93","2,647.23","2,620.66","2,645.36",27.41,1.04,"5,344,800,912.47",10/28/2024
212,"2,629.83","2,632.94","2,610.14","2,617.95",-9.19,-0.34,"4,732,487,864.93",10/27/2024
213,"2,646.49","2,650.18","2,614.65","2,627.14",-18.25,-0.68,"5,419,104,157.29",10/24/2024
214,"2,675.20","2,684.66","2,637.54","2,645.39",-20.41,-0.76,"6,278,951,853.73",10/23/2024
215,"2,640.18","2,669.38","2,632.62","2,665.81",25.88,0.98,"4,171,665,619.69",10/22/2024
216,"2,698.72","2,700.82","2,635.43","2,639.92",-57.99,-2.14,"5,900,791,044.48",10/21/2024
217,"2,733.37","2,748.78","2,689.46","2,697.91",-47.44,-1.72,"8,180,262,572.11",10/20/2024
218,"2,747.69","2,780.97","2,734.19","2,745.36",2.47,0.09,"7,192,792,166.86",10/17/2024
219,"2,704.69","2,748.80","2,704.04","2,742.88",43.22,1.6,"5,660,237,737.60",10/16/2024
220,"2,668.08","2,700.23","2,667.82","2,699.66",31.48,1.17,"3,062,337,799.23",10/15/2024
221,"2,661.79","2,672.65","2,643.12","2,668.17",4.85,0.18,"3,761,512,706.84",10/9/2024
222,"2,692.49","2,699.55","2,652.66","2,663.32",-27.39,-1.01,"4,593,727,244.34",10/8/2024
223,"2,656.86","2,707.16","2,656.35","2,690.72",37.13,1.39,"7,095,953,027.17",10/7/2024
224,"2,597.51","2,653.63","2,583.25","2,653.58",56.09,2.15,"6,138,206,705.70",10/6/2024
225,"2,629.76","2,643.76","2,582.72","2,597.49",-26.07,-0.99,"6,778,195,881.11",10/2/2024
226,"2,510.34","2,623.56","2,510.11","2,623.56",114.7,4.57,"7,616,522,258.00",10/1/2024
227,"2,466.60","2,508.86","2,462.79","2,508.86",44.45,1.8,"3,715,359,935.11",9/30/2024
228,"2,483.91","2,494.57","2,442.61","2,464.40",-22.36,-0.89,"4,050,658,036.93",9/29/2024
229,"2,519.03","2,541.69","2,479.65","2,486.76",-32.81,-1.3,"4,841,407,720.13",9/26/2024
230,"2,473.06","2,519.97","2,443.28","2,519.57",49.18,1.99,"4,813,223,004.48",9/25/2024
231,"2,529.14","2,547.47","2,462.61","2,470.39",-58.93,-2.33,"5,689,561,356.68",9/24/2024
232,"2,607.85","2,608.43","2,517.79","2,529.33",-59.02,-2.28,"5,660,302,683.50",9/23/2024
233,"2,601.29","2,643.51","2,570.27","2,588.35",11.58,0.44,"5,092,948,690.68",9/22/2024
234,"2,584.34","2,606.04","2,551.40","2,576.76",-4,-0.15,"5,669,194,961.88",9/18/2024
235,"2,635.96","2,637.53","2,570.62","2,580.76",-57.03,-2.16,"7,361,988,383.74",9/16/2024
236,"2,698.51","2,734.58","2,630.11","2,637.79",-50.73,-1.88,"10,339,235,957.44",9/15/2024
237,"2,625.46","2,688.52","2,604.83","2,688.53",78.31,3,"8,169,274,612.81",9/12/2024
238,"2,636.29","2,651.19","2,601.91","2,610.21",-22.73,-0.86,"6,851,179,051.18",9/11/2024
239,"2,648.57","2,688.26","2,616.98","2,632.94",-13.09,-0.49,"7,245,568,421.39",9/10/2024
240,"2,702.56","2,706.54","2,637.71","2,646.03",-55.86,-2.06,"9,439,106,425.54",9/9/2024
241,"2,732.82","2,760.45","2,697.84","2,701.90",-25.46,-0.93,"10,122,408,249.12",9/8/2024
242,"2,740.21","2,758.92","2,686.62","2,727.36",-12.1,-0.44,"9,651,513,246.31",9/5/2024
243,"2,860.07","2,860.39","2,732.40","2,739.46",-90.73,-3.2,"12,925,688,215.22",9/4/2024
244,"2,834.42","2,860.43","2,802.92","2,830.16",6.9,0.24,"13,577,105,289.17",9/3/2024
245,"2,698.00","2,823.70","2,678.91","2,823.25",127.32,4.72,"13,104,631,802.67",9/2/2024
246,"2,749.68","2,781.75","2,686.61","2,695.93",-53.63,-1.95,"10,517,682,349.32",9/1/2024
247,"2,791.29","2,800.28","2,727.57","2,749.57",-36.83,-1.32,"12,243,601,365.90",8/29/2024
248,"2,791.09","2,860.89","2,761.02","2,786.40",3.8,0.13,"13,727,368,393.64",8/28/2024
249,"2,899.79","2,902.75","2,770.39","2,782.60",-111.96,-3.86,"18,649,533,170.34",8/27/2024
250,"2,987.06","2,990.04","2,885.39","2,894.57",-79.88,-2.68,"19,740,593,800.64",8/25/2024
251,"2,974.78","3,018.93","2,967.47","2,974.46",6.01,0.2,"19,160,652,085.56",8/22/2024
252,"2,981.03","3,002.74","2,943.61","2,968.44",2.11,0.07,"18,906,373,792.00",8/21/2024
253,"3,017.20","3,048.15","2,945.49","2,966.33",-34.48,-1.15,"28,836,997,376.12",8/18/2024
254,"2,979.89","3,036.64","2,975.11","3,000.81",43.05,1.45,"29,958,519,216.94",8/15/2024
255,"2,936.62","2,959.19","2,883.81","2,957.75",34.29,1.17,"23,430,581,150.48",8/14/2024
256,"2,947.70","2,971.69","2,891.43","2,923.46",-8.18,-0.27,"21,515,010,633.31",8/13/2024
257,"2,876.48","2,937.40","2,876.46","2,931.65",70.81,2.47,"27,242,034,765.88",8/12/2024
258,"2,780.08","2,860.96","2,779.24","2,860.91",94.46,3.41,"25,779,453,509.90",8/11/2024
